Source,Target,combined_score
YDR447C,YDL061C,987
YDR447C,YKL180W,874
YDR447C,YBL087C,874
YDR447C,YDR091C,834
YDR447C,YDL082W,874
YDR447C,YPL220W,874
YDR447C,YLR264W,986
YDR447C,YLR287C-A,986
YDR447C,YPL198W,874
YDR447C,YGR090W,765
YDR447C,YML024W,979
YDR447C,YER074W,986
YDR447C,YPR041W,819
YDR447C,YDR450W,986
YDR447C,YPL081W,986
YDR447C,YMR143W,986
YDR447C,YOR361C,831
YDR447C,YJL109C,765
YDR447C,YOL121C,986
YDR447C,YLR249W,811
YDR447C,YJL190C,986
YDR447C,YGR214W,993
YDR447C,YMR116C,998
YDR447C,YNL007C,926
YDR447C,YLR192C,853
YDR447C,YPL143W,874
YDR447C,YDL184C,800
YDR447C,YGL213C,800
YDR447C,YLR150W,891
YDR447C,YFR031C-A,874
YDR447C,YOR298C-A,823
YDR447C,YJL191W,986
YDR447C,YOR369C,991
YDR447C,YER131W,986
YDR447C,YBL072C,986
YDR448W,YCL010C,997
YDR448W,YMR223W,971
YDR448W,YDR176W,999
YDR448W,YGR274C,719
YDR448W,YHR030C,765
YDR448W,YBR111W-A,984
YDR448W,YGR252W,999
YDR448W,YBR198C,978
YDR448W,YER164W,926
YDR448W,YOL148C,969
YDR448W,YDR392W,980
YDR448W,YDR167W,973
YDR448W,YDR145W,973
YDR448W,YLR055C,975
YDR448W,YBR081C,987
YDR448W,YGL066W,968
YDR448W,YCR082W,881
YDR448W,YPL047W,972
YDR448W,YHR099W,985
YDR448W,YOR023C,942
YDR448W,YGL112C,976
YDR448W,YMR236W,985
YDR448W,YPL254W,984
YDR449C,YBR181C,992
YDR449C,YJR002W,995
YDR449C,YDR025W,969
YDR449C,YER131W,720
YDR449C,YHR169W,720
YDR449C,YBL072C,991
YDR449C,YOR039W,900
YDR449C,YOL021C,800
YDR449C,YLR175W,720
YDR449C,YOR369C,875
YDR449C,YCR035C,800
YDR449C,YGL019W,972
YDR449C,YPL217C,987
YDR449C,YGL123W,926
YDR449C,YLR222C,999
YDR449C,YER082C,997
YDR449C,YOL142W,800
YDR449C,YKL099C,992
YDR449C,YJL191W,988
YDR449C,YFL002C,900
YDR449C,YIL035C,900
YDR449C,YPR137W,995
YDR449C,YKL078W,743
YDR449C,YHR203C,966
YDR449C,YLL011W,997
YDR449C,YGR118W,898
YDR449C,YCR057C,999
YDR449C,YDR398W,992
YDR449C,YLR367W,883
YDR449C,YPL266W,950
YDR449C,YOR061W,900
YDR449C,YOR145C,977
YDR449C,YNL096C,948
YDR449C,YIL127C,800
YDR449C,YDL111C,800
YDR449C,YDR280W,800
YDR449C,YNL224C,972
YDR449C,YBR031W,772
YDR449C,YMR128W,994
YDR449C,YDR324C,995
YDR449C,YMR290C,720
YDR449C,YDL153C,995
YDR449C,YGL189C,720
YDR449C,YNR024W,800
YDR449C,YIL091C,900
YDR449C,YJR123W,980
YDR449C,YNL178W,793
YDR449C,YCR031C,991
YDR449C,YJL069C,999
YDR449C,YOR004W,900
YDR449C,YPR132W,898
YDR449C,YOR001W,831
YDR449C,YEL026W,992
YDR449C,YDR365C,734
YDR449C,YMR229C,995
YDR449C,YHR081W,800
YDR449C,YDR174W,900
YDR449C,YDL014W,993
YDR449C,YGR081C,972
YDR449C,YLR186W,995
YDR449C,YGR158C,800
YDR449C,YMR093W,995
YDR449C,YKR060W,948
YDR449C,YGL171W,890
YDR449C,YLR336C,734
YDR449C,YGR214W,793
YDR449C,YNL132W,992
YDR449C,YGR128C,995
YDR449C,YJR145C,966
YDR449C,YDR299W,987
YDR449C,YER102W,969
YDR449C,YER127W,979
YDR449C,YJL190C,913
YDR449C,YDR339C,992
YDR449C,YOR078W,979
YDR449C,YGR195W,800
YDR449C,YOR287C,972
YDR449C,YJL109C,995
YDR449C,YBR247C,987
YDR449C,YOL121C,923
YDR449C,YHR021C,891
YDR449C,YHR196W,997
YDR449C,YMR143W,969
YDR449C,YPL081W,992
YDR449C,YGR145W,993
YDR449C,YKL156W,919
YDR449C,YHR148W,997
YDR449C,YLR129W,998
YDR449C,YBR048W,969
YDR449C,YDR450W,923
YDR449C,YML093W,998
YDR449C,YDL060W,720
YDR449C,YLR051C,932
YDR449C,YGR251W,900
YDR449C,YDL083C,969
YDR449C,YDL148C,995
YDR449C,YCL031C,992
YDR449C,YOR096W,992
YDR449C,YER074W,896
YDR449C,YMR014W,900
YDR449C,YDR083W,720
YDR449C,YMR049C,900
YDR449C,YPR144C,995
YDR449C,YOL010W,980
YDR449C,YLR197W,996
YDR449C,YIL019W,829
YDR449C,YDL213C,900
YDR449C,YHR069C,800
YDR449C,YLR075W,734
YDR449C,YGR090W,995
YDR449C,YOR167C,896
YDR449C,YGR103W,900
YDR449C,YNR054C,734
YDR449C,YPL090C,989
YDR449C,YLR409C,999
YDR449C,YLR003C,720
YDR449C,YGL120C,728
YDR449C,YPL012W,720
YDR449C,YCL059C,995
YDR449C,YNL075W,992
YDR449C,YOR310C,995
YDR449C,YBL004W,995
YDR449C,YDR064W,988
YDR449C,YLR264W,896
YDR449C,YML063W,854
YDR449C,YJL050W,800
YDR449C,YNL232W,825
YDR449C,YNL308C,900
YDR449C,YJL010C,930
YDR449C,YLR441C,991
YDR449C,YPL126W,995
YDR449C,YPR112C,926
YDR449C,YLR340W,922
YDR449C,YGR095C,800
YDR449C,YDR060W,900
YDR449C,YJL033W,720
YDR449C,YOR272W,900
YDR449C,YBR189W,948
YDR449C,YOR206W,900
YDR449C,YIL069C,896
YDR449C,YML026C,896
YDR450W,YER117W,874
YDR450W,YJL189W,922
YDR450W,YHL033C,908
YDR450W,YIL052C,874
YDR450W,YPR043W,874
YDR450W,YKL143W,951
YDR450W,YLR029C,907
YDR450W,YBR181C,992
YDR450W,YPL131W,942
YDR450W,YPR072W,800
YDR450W,YNL075W,896
YDR450W,YGL030W,942
YDR450W,YNL232W,820
YDR450W,YIL069C,986
YDR450W,YCR035C,800
YDR450W,YDR500C,874
YDR450W,YIL161W,800
YDR450W,YGL031C,907
YDR450W,YHR203C,986
YDR450W,YPL217C,971
YDR450W,YOR182C,986
YDR450W,YNL244C,834
YDR450W,YLL011W,923
YDR450W,YOR145C,884
YDR450W,YIL148W,871
YDR450W,YNL207W,951
YDR450W,YMR093W,896
YDR450W,YLR186W,896
YDR450W,YJR145C,986
YDR450W,YHR196W,832
YDR450W,YLR249W,967
YDR450W,YJL109C,909
YDR450W,YPL081W,992
YDR450W,YCL031C,923
YDR450W,YER074W,986
YDR450W,YML024W,990
YDR450W,YPL220W,874
YDR450W,YBL087C,874
YDR450W,YDL061C,986
YDR450W,YDL082W,874
YDR450W,YDR091C,878
YDR450W,YBL072C,990
YDR450W,YER131W,986
YDR450W,YJL191W,989
YDR450W,YDR398W,896
YDR450W,YGL213C,800
YDR450W,YDL184C,800
YDR450W,YDL153C,923
YDR450W,YDR324C,896
YDR450W,YPL143W,907
YDR450W,YMR116C,997
YDR450W,YKR060W,862
YDR450W,YNL007C,945
YDR450W,YGR195W,800
YDR450W,YDR339C,896
YDR450W,YHR021C,986
YDR450W,YBR079C,918
YDR450W,YDL060W,945
YDR450W,YBR048W,992
YDR450W,YHR148W,907
YDR450W,YGR145W,923
YDR450W,YOL120C,874
YDR450W,YDL148C,950
YDR450W,YDL083C,992
YDR450W,YHL001W,874
YDR450W,YPR144C,941
YDR450W,YPL090C,989
YDR450W,YBL027W,911
YDR450W,YOR167C,990
YDR450W,YDR064W,993
YDR450W,YKR084C,819
YDR450W,YJL050W,810
YDR450W,YBR189W,989
YDR450W,YOL021C,800
YDR450W,YNL067W,874
YDR450W,YDL136W,907
YDR450W,YER082C,923
YDR450W,YOL142W,800
YDR450W,YPR189W,852
YDR450W,YAL036C,852
YDR450W,YLR448W,874
YDR450W,YDL111C,800
YDR450W,YOR312C,874
YDR450W,YIL127C,800
YDR450W,YML073C,907
YDR450W,YLR048W,986
YDR450W,YJR123W,997
YDR450W,YDR429C,871
YDR450W,YNR024W,800
YDR450W,YMR309C,918
YDR450W,YGR085C,879
YDR450W,YOR091W,886
YDR450W,YNL001W,819
YDR450W,YPR132W,987
YDR450W,YLR185W,874
YDR450W,YDR299W,942
YDR450W,YHR141C,892
YDR450W,YIL133C,928
YDR450W,YKL156W,990
YDR450W,YJL136C,991
YDR450W,YOR133W,872
YDR450W,YIL019W,823
YDR450W,YLR197W,923
YDR450W,YLR075W,942
YDR450W,YML063W,986
YDR450W,YEL057C,800
YDR450W,YCL059C,937
YDR450W,YLR340W,945
YDR450W,YER025W,923
YDR450W,YBR084C-A,874
YDR450W,YDR025W,988
YDR450W,YJR002W,923
YDR450W,YGR169C-A,819
YDR450W,YPR137W,896
YDR450W,YGR034W,874
YDR450W,YLR222C,896
YDR450W,YOR293W,990
YDR450W,YDL081C,834
YDR450W,YDR280W,800
YDR450W,YNL096C,937
YDR450W,YNL301C,907
YDR450W,YNL178W,993
YDR450W,YDL133C-A,800
YDR450W,YHL015W,995
YDR450W,YLR344W,907
YDR450W,YGR158C,800
YDR450W,YOR078W,800
YDR450W,YGR128C,852
YDR450W,YMR194W,928
YDR450W,YNL302C,989
YDR450W,YOR063W,942
YDR450W,YLR051C,923
YDR450W,YLR388W,990
YDR450W,YMR146C,875
YDR450W,YNL014W,788
YDR450W,YOR310C,923
YDR450W,YGL135W,874
YDR450W,YPL126W,923
YDR450W,YBL092W,942
YDR450W,YLR398C,860
YDR450W,YML026C,979
YDR450W,YLL045C,876
YDR450W,YLR367W,986
YDR450W,YCR057C,906
YDR450W,YDR012W,888
YDR450W,YEL054C,874
YDR450W,YGL173C,852
YDR450W,YNL162W,854
YDR450W,YGL189C,990
YDR450W,YEL026W,923
YDR450W,YJL177W,874
YDR450W,YDR385W,958
YDR450W,YJL069C,896
YDR450W,YKR094C,871
YDR450W,YER102W,986
YDR450W,YIL018W,874
YDR450W,YNL132W,923
YDR450W,YMR143W,989
YDR450W,YOL121C,995
YDR450W,YOR361C,893
YDR450W,YLR129W,896
YDR450W,YPR041W,823
YDR450W,YHR069C,800
YDR450W,YPL198W,874
YDR450W,YGR090W,923
YDR450W,YLR264W,986
YDR450W,YBL004W,923
YDR450W,YLR287C-A,986
YDR450W,YKL180W,907
YDR450W,YGR027C,995
YDR450W,YOR369C,993
YDR450W,YOR298C-A,833
YDR450W,YFR031C-A,907
YDR450W,YLR150W,923
YDR450W,YKL099C,896
YDR450W,YLR192C,904
YDR450W,YHR081W,800
YDR450W,YJL190C,990
YDR450W,YNL023C,852
YDR450W,YGR214W,990
YDR450W,YML093W,948
YDR450W,YGR148C,874
YDR450W,YOL039W,834
YDR450W,YOR096W,990
YDR450W,YDL075W,907
YDR450W,YCR077C,926
YDR450W,YOR056C,900
YDR450W,YGR054W,926
YDR450W,YBR191W,907
YDR450W,YPL249C-A,873
YDR450W,YPR102C,910
YDR450W,YGL195W,823
YDR450W,YHR010W,907
YDR450W,YGR118W,990
YDR450W,YLR061W,907
YDR450W,YPL266W,873
YDR450W,YAL035W,991
YDR450W,YMR260C,896
YDR450W,YJR007W,910
YDR450W,YBR031W,917
YDR450W,YKL006W,907
YDR450W,YOR001W,869
YDR450W,YCR031C,991
YDR450W,YGL076C,874
YDR450W,YDR447C,986
YDR450W,YLR333C,994
YDR450W,YER056C-A,874
YDR450W,YGR173W,852
YDR450W,YOL040C,997
YDR450W,YFR032C-A,950
YDR450W,YMR242C,907
YDR450W,YGL147C,907
YDR450W,YOL010W,923
YDR450W,YMR121C,874
YDR450W,YLR409C,923
YDR450W,YGR095C,800
YDR450W,YGL103W,942
YDR450W,YLR441C,992
YDR450W,YJR094W-A,907
YDR450W,YNL135C,800
YDR450W,YPL226W,982
YDR450W,YGL123W,995
YDR450W,YMR128W,885
YDR450W,YMR230W,937
YDR450W,YDR418W,907
YDR450W,YLR167W,994
YDR450W,YMR229C,892
YDR450W,YOL127W,942
YDR450W,YDL014W,923
YDR450W,YEL034W,834
YDR450W,YER127W,923
YDR450W,YPL237W,947
YDR450W,YDL191W,874
YDR450W,YLR325C,943
YDR450W,YKR057W,989
YDR450W,YBR247C,971
YDR450W,YDR449C,923
YDR451C,YMR043W,981
YDR451C,YML027W,951
YDR453C,YML028W,919
YDR454C,YER005W,900
YDR458C,YNL189W,961
YDR460W,YPR025C,999
YDR460W,YJL140W,979
YDR460W,YOR151C,924
YDR460W,YBR010W,806
YDR460W,YPR086W,855
YDR460W,YOR224C,924
YDR460W,YLR005W,998
YDR460W,YPL122C,997
YDR460W,YOR352W,972
YDR460W,YBR154C,924
YDR460W,YPR187W,924
YDR460W,YIL021W,927
YDR460W,YKR062W,985
YDR460W,YHR058C,876
YDR460W,YOR174W,800
YDR460W,YNR010W,800
YDR460W,YBL003C,800
YDR460W,YKL028W,985
YDR460W,YBR009C,807
YDR460W,YDL140C,947
YDR460W,YDR404C,979
YDR460W,YGR186W,924
YDR460W,YNL030W,807
YDR460W,YOR210W,924
YDR460W,YHR143W-A,943
YDR460W,YOL005C,916
YDR460W,YDR308C,855
YDR460W,YJL006C,900
YDR460W,YBR253W,800
YDR460W,YMR112C,800
YDR460W,YOL135C,855
YDR460W,YPR056W,996
YDR460W,YPR168W,855
YDR460W,YHR041C,800
YDR460W,YIL143C,996
YDR460W,YOR194C,834
YDR460W,YER022W,855
YDR460W,YLR071C,855
YDR460W,YBR193C,800
YDR460W,YGL127C,855
YDR460W,YBL093C,800
YDR460W,YGR104C,800
YDR460W,YDR079C-A,991
YDR460W,YKL058W,855
YDR460W,YER148W,913
YDR460W,YGL070C,924
YDR460W,YNL031C,806
YDR460W,YDL108W,999
YDR460W,YER171W,999
YDR460W,YGR005C,924
YDR460W,YML112W,900
YDR460W,YDR311W,996
YDR460W,YKL139W,900
YDR461W,YNL145W,974
YDR462W,YPL013C,955
YDR462W,YDR405W,962
YDR462W,YGR165W,819
YDR462W,YDR115W,957
YDR462W,YBR282W,963
YDR462W,YDL045W-A,823
YDR462W,YNL137C,829
YDR462W,YDR296W,917
YDR462W,YML025C,963
YDR462W,YDR036C,829
YDR462W,YNL081C,829
YDR462W,YJR101W,829
YDR462W,YBL090W,829
YDR462W,YKL138C,807
YDR462W,YGR220C,983
YDR462W,YNL284C,984
YDR462W,YKR006C,800
YDR462W,YNR022C,800
YDR462W,YNL252C,987
YDR462W,YKL170W,829
YDR462W,YDR494W,800
YDR462W,YNL306W,955
YDR462W,YLR312W-A,800
YDR462W,YGR215W,829
YDR462W,Q0140,800
YDR462W,YCR046C,987
YDR462W,YMR158W,829
YDR462W,YMR024W,955
YDR462W,YKL003C,955
YDR462W,YPR166C,955
YDR462W,YOR150W,966
YDR462W,YNR037C,829
YDR462W,YOR158W,800
YDR462W,YEL050C,954
YDR462W,YDR322W,967
YDR462W,YDL202W,825
YDR462W,YBR146W,958
YDR462W,YPL183W-A,955
YDR462W,YPL173W,800
YDR462W,YPL118W,812
YDR462W,YGL129C,955
YDR462W,YBL038W,987
YDR462W,YDR337W,955
YDR462W,YHL004W,955
YDR462W,YMR193W,829
YDR462W,YHR147C,829
YDR462W,YNL177C,955
YDR462W,YER050C,956
YDR462W,YKR085C,829
YDR462W,YJR113C,897
YDR462W,YMR286W,961
YDR462W,YJL096W,861
YDR462W,YBR251W,955
YDR462W,YJL063C,955
YDR462W,YNL005C,986
YDR462W,YPR100W,958
YDR462W,YKL167C,793
YDR462W,YDR041W,955
YDR462W,YDR347W,820
YDR462W,YGR084C,800
YDR462W,YNL185C,795
YDR462W,YMR188C,829
YDR462W,YDR237W,933
YDR462W,YDR175C,955
YDR462W,YNL122C,800
YDR462W,YML009C,955
YDR462W,YCR071C,957
YDR462W,YCR003W,963
YDR462W,YIL093C,829
YDR462W,YLR439W,963
YDR462W,YNR036C,957
YDR462W,YBR268W,791
YDR462W,YHR059W,800
YDR462W,YGR076C,829
YDR462W,YBR122C,873
YDR466W,YOL100W,900
YDR466W,YDR490C,900
YDR468C,YOR327C,978
YDR468C,YKL006C-A,727
YDR468C,YGL098W,728
YDR468C,YIL004C,727
YDR468C,YBL050W,850
YDR468C,YOR075W,731
YDR468C,YGR009C,846
YDR468C,YHL031C,732
YDR468C,YPL232W,768
YDR468C,YMR197C,991
YDR468C,YLR268W,925
YDR468C,YGL095C,952
YDR468C,YOL018C,984
YDR468C,YDR498C,734
YDR468C,YKL196C,924
YDR468C,YLR078C,733
YDR468C,YOR036W,846
YDR468C,YMR017W,743
YDR468C,YAL030W,927
YDR468C,YLR026C,947
YDR468C,YGL212W,720
YDR468C,YLR093C,941
YDR468C,YOR106W,883
YDR468C,YKR020W,960
YDR468C,YNR049C,720
YDR469W,YNL030W,834
YDR469W,YPL138C,998
YDR469W,YLR167W,898
YDR469W,YHR119W,998
YDR469W,YBR010W,871
YDR469W,YLL039C,828
YDR469W,YNL031C,821
YDR469W,YKR094C,834
YDR469W,YBR258C,987
YDR469W,YIL148W,834
YDR469W,YBR009C,834
YDR469W,YBL003C,825
YDR469W,YBR175W,996
YDR469W,YKL018W,979
YDR469W,YLR015W,999
YDR469W,YAR003W,999
YDR470C,YBR179C,908
YDR470C,YOR211C,817
YDR471W,YDR496C,904
YDR471W,YDR087C,905
YDR471W,YER126C,917
YDR471W,YBL028C,746
YDR471W,YMR049C,928
YDR471W,YNL110C,956
YDR471W,YLR002C,909
YDR471W,YLR074C,923
YDR471W,YHR088W,910
YDR471W,YER006W,757
YDR471W,YBR267W,911
YDR471W,YNL061W,914
YDR471W,YOR272W,923
YDR471W,YHR066W,919
YDR471W,YKL180W,937
YDR471W,YDR060W,903
YDR471W,YAL059W,900
YDR471W,YNR053C,911
YDR471W,YPL211W,913
YDR471W,YDR500C,937
YDR471W,YHR052W,912
YDR471W,YCL054W,909
YDR471W,YJL177W,937
YDR471W,YLL034C,900
YDR471W,YOL077C,913
YDR471W,YPL146C,734
YDR471W,YOR206W,910
YDR471W,YPL093W,950
YDR471W,YBR181C,732
YDR471W,YGL078C,902
YDR471W,YDR101C,951
YDR471W,YNL224C,900
YDR471W,YGL123W,706
YDR471W,YFL002C,907
YDR471W,YFR001W,900
YDR471W,YPR016C,956
YDR471W,YDL191W,947
YDR471W,YOL127W,965
YDR471W,YKL172W,911
YDR471W,YKR081C,803
YDR471W,YMR290C,933
YDR471W,YLL008W,902
YDR471W,YLR397C,900
YDR471W,YKR063C,720
YDR471W,YER056C-A,936
YDR471W,YER002W,909
YDR471W,YOR294W,919
YDR471W,YLR221C,900
YDR471W,YGR103W,941
YDR471W,YNL002C,941
YDR471W,YDL136W,947
YDR471W,YGL111W,904
YDR471W,YHR010W,900
YDR471W,YNR038W,921
YDR471W,YPR143W,900
YDR471W,YLR185W,937
YDR471W,YKL009W,913
YDR471W,YDL031W,726
YDR471W,YGL029W,773
YDR471W,YLR009W,949
YDR471W,YAL025C,909
YDR472W,YFL038C,961
YDR472W,YKR068C,999
YDR472W,YBR254C,999
YDR472W,YDR108W,999
YDR472W,YGR166W,995
YDR472W,YEL048C,995
YDR472W,YOR115C,999
YDR472W,YDR246W,999
YDR472W,YGL210W,900
YDR472W,YML077W,999
YDR472W,YDR407C,998
YDR472W,YMR218C,996
YDR473C,YNL138W-A,831
YDR473C,YER172C,998
YDR473C,YER146W,991
YDR473C,YLR016C,806
YDR473C,YER112W,996
YDR473C,YLR147C,995
YDR473C,YLR275W,996
YDR473C,YNL147W,989
YDR473C,YBR152W,993
YDR473C,YBL026W,998
YDR473C,YOR159C,989
YDR473C,YOR308C,997
YDR473C,YMR288W,908
YDR473C,YPR182W,993
YDR473C,YGR074W,995
YDR473C,YPL213W,929
YDR473C,YJR022W,995
YDR473C,YGL174W,800
YDR473C,YJL203W,870
YDR473C,YDR378C,996
YDR473C,YDL043C,920
YDR473C,YHR165C,999
YDR473C,YIR009W,826
YDR473C,YPR082C,993
YDR473C,YPR094W,831
YDR473C,YPR178W,998
YDR473C,YGR091W,999
YDR473C,YIR005W,800
YDR473C,YBR055C,999
YDR473C,YOR319W,831
YDR473C,YMR240C,923
YDR473C,YDL030W,835
YDR473C,YML049C,834
YDR473C,YLR438C-A,995
YDR473C,YGR006W,904
YDR473C,YGR075C,993
YDR473C,YDL098C,994
YDR473C,YKL173W,997
YDR473C,YEL026W,997
YDR473C,YER029C,993
YDR473C,YFL017W-A,995
YDR477W,YER129W,940
YDR477W,YGL115W,999
YDR477W,YDR422C,995
YDR477W,YER027C,998
YDR477W,YGL208W,999
YDR477W,YGL180W,800
YDR477W,YJL089W,804
YDR477W,YKL048C,889
YDR478W,YIR015W,793
YDR478W,YPR137W,720
YDR478W,YAR008W,720
YDR478W,YHR089C,720
YDR478W,YEL026W,720
YDR478W,YDR378C,720
YDR478W,YOR310C,720
YDR478W,YNL147W,720
YDR478W,YHR072W-A,720
YDR478W,YLR175W,720
YDR478W,YLR145W,994
YDR478W,YBL026W,720
YDR478W,YAL033W,979
YDR478W,YNL221C,994
YDR478W,YMR059W,720
YDR478W,YER127W,720
YDR478W,YML091C,720
YDR478W,YLR197W,720
YDR478W,YHR062C,994
YDR478W,YLR438C-A,720
YDR478W,YPL083C,720
YDR478W,YDL208W,720
YDR478W,YER146W,720
YDR478W,YLR105C,720
YDR478W,YBR257W,997
YDR478W,YDL014W,720
YDR478W,YGR030C,994
YDR478W,YNL282W,989
YDR478W,YBL018C,979
YDR478W,YBR167C,994
YDR478W,YER112W,720
YDR480W,YPL049C,988
YDR480W,YBL016W,723
YDR480W,YHR084W,975
YDR481C,YDL024C,900
YDR481C,YBR092C,900
YDR481C,YHR215W,900
YDR481C,YAR071W,900
YDR481C,YPR073C,900
YDR481C,YBR093C,900
YDR482C,YLR117C,939
YDR482C,YKL095W,888
YDR482C,YOR159C,834
YDR482C,YER013W,947
YDR482C,YLR147C,871
YDR482C,YLR275W,876
YDR482C,YJR050W,897
YDR482C,YCR063W,957
YDR482C,YLR323C,830
YDR482C,YDR364C,941
YDR482C,YNL138W-A,824
YDR482C,YPR101W,944
YDR482C,YER172C,971
YDR482C,YLR016C,871
YDR482C,YBR188C,800
YDR482C,YDL043C,943
YDR482C,YHR165C,989
YDR482C,YGL174W,823
YDR482C,YJL203W,878
YDR482C,YDL209C,950
YDR482C,YAL032C,906
YDR482C,YGR074W,883
YDR482C,YGR278W,974
YDR482C,YPL213W,947
YDR482C,YMR288W,834
YDR482C,YBR065C,823
YDR482C,YPR182W,878
YDR482C,YPL151C,946
YDR482C,YLL036C,957
YDR482C,YIR005W,823
YDR482C,YOR319W,826
YDR482C,YNR011C,930
YDR482C,YPL064C,825
YDR482C,YDR163W,823
YDR482C,YPR094W,823
YDR482C,YIR009W,821
YDR482C,YOR148C,852
YDR482C,YER029C,927
YDR482C,YMR213W,985
YDR482C,YFL017W-A,869
YDR482C,YDR088C,824
YDR482C,YKR086W,950
YDR482C,YGR129W,900
YDR482C,YKL173W,996
YDR482C,YDR416W,823
YDR482C,YGR006W,800
YDR482C,YNL245C,823
YDR482C,YMR240C,898
YDR482C,YDL030W,909
YDR482C,YML049C,831
YDR483W,YOR099W,900
YDR483W,YBR205W,900
YDR484W,YJL029C,998
YDR484W,YDR027C,998
YDR484W,YKR020W,983
YDR485C,YER092W,720
YDR485C,YDR190C,994
YDR485C,YOL012C,946
YDR485C,YDL002C,900
YDR485C,YEL044W,720
YDR485C,YLR052W,900
YDR485C,YPL129W,925
YDR485C,YML041C,998
YDR485C,YPL235W,991
YDR485C,YFL039C,981
YDR485C,YNL107W,992
YDR485C,YJL081C,963
YDR485C,YLR399C,986
YDR485C,YOR141C,730
YDR485C,YLR385C,986
YDR485C,YOR189W,900
YDR485C,YLR085C,987
YDR485C,YGL150C,906
YDR485C,YFL013C,900
YDR485C,YGR002C,996
YDR485C,YBR231C,997
YDR485C,YNL059C,900
YDR485C,YDR334W,984
YDR485C,YAL011W,971
YDR485C,YNL215W,720
YDR486C,YMR077C,866
YDR486C,YNL265C,910
YDR486C,YKL002W,887
YDR486C,YKL041W,881
YDR486C,YKR035W-A,921
YDR486C,YPR173C,951
YDR486C,YLR025W,874
YDR486C,YLR181C,997
YDR488C,YML124C,946
YDR488C,YMR299C,898
YDR488C,YML001W,800
YDR488C,YML085C,946
YDR488C,YKR054C,997
YDR488C,YFL037W,962
YDR488C,YDR424C,978
YDR489W,YBR010W,900
YDR489W,YGL201C,997
YDR489W,YBL023C,998
YDR489W,YJL090C,892
YDR489W,YGL207W,943
YDR489W,YLL004W,900
YDR489W,YNL262W,956
YDR489W,YML065W,900
YDR489W,YPR175W,927
YDR489W,YJL072C,999
YDR489W,YIL150C,968
YDR489W,YNL273W,990
YDR489W,YPR135W,998
YDR489W,YDR224C,943
YDR489W,YDR013W,999
YDR489W,YNL261W,900
YDR489W,YHR118C,900
YDR489W,YGL113W,720
YDR489W,YJL194W,900
YDR489W,YOL146W,999
YDR489W,YKL108W,954
YDR489W,YMR048W,995
YDR489W,YNL031C,900
YDR489W,YCL061C,943
YDR489W,YPR162C,900
YDR489W,YBL003C,900
YDR489W,YBR202W,998
YDR489W,YBR009C,943
YDR489W,YOR060C,900
YDR489W,YBL002W,943
YDR489W,YML069W,943
YDR489W,YOR080W,886
YDR489W,YLR103C,999
YDR489W,YOL006C,943
YDR489W,YDR328C,852
YDR489W,YDR225W,900
YDR489W,YNL030W,900
YDR489W,YPR019W,999
YDR489W,YEL032W,998
YDR489W,YLR274W,998
YDR489W,YBR060C,900
YDR490C,YOL100W,972
YDR490C,YDR466W,900
YDR494W,YNL252C,800
YDR494W,YNR022C,800
YDR494W,YKR006C,800
YDR494W,YDR041W,979
YDR494W,YKL170W,800
YDR494W,YDR347W,979
YDR494W,YDR337W,979
YDR494W,YDR462W,800
YDR494W,YHL004W,979
YDR494W,YBR122C,800
YDR494W,YNL284C,800
YDR494W,YGR076C,800
YDR494W,YBL038W,800
YDR494W,YPR100W,800
YDR494W,YHR059W,979
YDR494W,YKL138C,800
YDR494W,YGR220C,800
YDR494W,YGL129C,979
YDR494W,YPL118W,979
YDR494W,YNL005C,800
YDR494W,YBR251W,988
YDR494W,YBR146W,979
YDR494W,YPL183W-A,800
YDR494W,YBL090W,979
YDR494W,YJL063C,800
YDR494W,YPL173W,800
YDR494W,YEL050C,800
YDR494W,YDR322W,800
YDR494W,YIL093C,979
YDR494W,YLR439W,800
YDR494W,YNL081C,979
YDR494W,YNR037C,979
YDR494W,YOR150W,800
YDR494W,YJR101W,979
YDR494W,YOR158W,979
YDR494W,YNR036C,987
YDR494W,YJL096W,800
YDR494W,YCR003W,800
YDR494W,YDR036C,979
YDR494W,YKL155C,900
YDR494W,YMR286W,800
YDR494W,YJR113C,979
YDR494W,YCR071C,800
YDR494W,YKL003C,979
YDR494W,YPR166C,979
YDR494W,YNL137C,991
YDR494W,YER050C,988
YDR494W,YNL177C,800
YDR494W,YMR024W,800
YDR494W,YDR296W,800
YDR494W,YML025C,800
YDR494W,YKR085C,800
YDR494W,YBR282W,800
YDR494W,YML009C,800
YDR494W,YMR158W,979
YDR494W,YDL045W-A,979
YDR494W,YDR175C,979
YDR494W,YDR115W,800
YDR494W,YGR165W,979
YDR494W,YCR046C,800
YDR494W,YNL122C,800
YDR494W,Q0140,983
YDR494W,YMR188C,979
YDR494W,YDR237W,800
YDR494W,YHR075C,900
YDR494W,YLR204W,961
YDR494W,YHR147C,800
YDR494W,YDR405W,800
YDR494W,YGR215W,979
YDR494W,YPL013C,979
YDR494W,YNL306W,979
YDR494W,YLR312W-A,800
YDR494W,YGR084C,979
YDR494W,YMR193W,800
YDR495C,YMR231W,988
YDR495C,YPL045W,989
YDR495C,YKR014C,767
YDR495C,YDL077C,756
YDR495C,YLR148W,988
YDR495C,YAL002W,999
YDR495C,YDR080W,836
YDR495C,YLR396C,986
YDR495C,YOR089C,767
YDR496C,YNL224C,900
